feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T140	E1	CRC	-0.000708923258689237	0.00040787696687416	107	22	0.0852143562568208	0.598839711420482
T201	E1	CRC	0.0079013554581236	0.0045414966150462	107	28	0.0849081692697023	0.598839711420482
T433	X1	male	-0.000754739527981635	0.00043524965291317	107	1	0.0859325969791884	0.601528178854319
T86	E1	CRC	0.0627988537395104	0.0363148872402665	107	100	0.0867830468441276	0.601756091403362
T228	E1	CRC	-0.00425608795418083	0.00246268157680159	107	10	0.0869725600856421	0.601756091403362
T435	X1	male	-0.00259238370741238	0.00149748000009168	107	4	0.086446195242097	0.601756091403362
T365	X2	X2	0.000305720447526702	0.000177344380243196	107	8	0.0877591467744856	0.604863042384147
T172	X2	X2	-0.000193456135988118	0.000112963193915965	107	44	0.0898321288805828	0.611549424237836
T361	X2	X2	3.32959090660643e-05	1.94229480721062e-05	107	5	0.0895188358209112	0.611549424237836
T413	X2	X2	-0.000369392909718661	0.000215443034479829	107	5	0.0894603686227028	0.611549424237836
T427	E1	CRC	0.0025177349986646	0.00147137675476929	107	2	0.0900943348207526	0.611549424237836
T4	X1	male	-0.0408090769958741	0.0247578657180834	107	107	0.102362417102664	0.613489804173826
T39	X1	male	-0.0055715636390446	0.00334851389907735	107	50	0.0992035507998967	0.613489804173826
T43	E1	CRC	0.0113226774099678	0.00675515680810889	107	38	0.0967708572775704	0.613489804173826
T50	X3	X3	-0.00141415716274144	0.00085682965858526	107	92	0.101926318649558	0.613489804173826
T105	X2	X2	0.000378314694917841	0.00022471049785102	107	17	0.0953240240141879	0.613489804173826
T112	E1	CRC	-0.0311134434505018	0.0183798599065169	107	10	0.0935457130900032	0.613489804173826
T115	X2	X2	-0.00117631076639503	0.00070677001388289	107	83	0.0991122321008976	0.613489804173826
T119	E1	CRC	0.0106063618939651	0.0063534515274733	107	69	0.0981074244898461	0.613489804173826
T123	X3	X3	0.000352810839741965	0.000211348399884789	107	6	0.0981179328850249	0.613489804173826
T134	E1	CRC	0.00429912089566744	0.00260187390200286	107	79	0.101545069713419	0.613489804173826
T145	X2	X2	-0.000920186635222646	0.000556134481619176	107	20	0.10107735476628	0.613489804173826
T153	X1	male	-0.00374300877162755	0.00225530855327114	107	43	0.100057742847943	0.613489804173826
T165	E1	CRC	-0.00626327571173335	0.00376064374994742	107	49	0.0988856864857968	0.613489804173826
T166	X1	male	-0.0101344465925689	0.00610287905396999	107	85	0.0998647440072504	0.613489804173826
T177	E1	CRC	0.00210682458537319	0.00127059044428484	107	53	0.100360332544374	0.613489804173826
