feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T388	E1	CRC	-0.000647473377715496	0.000361293404172165	157	4	0.0751601223006889	0.612027813838389
T417	X3	X3	0.00130569091639343	0.00072878461807647	157	5	0.0752402934873248	0.612027813838389
T425	E1	CRC	-0.000709462710531286	0.000398052206739083	157	16	0.0767447316944698	0.616604223614189
T167	E1	CRC	-0.00318650963211663	0.00179001523363468	157	16	0.0771019770388765	0.616815816311012
T130	X3	X3	5.40509558387644e-05	3.04025619471303e-05	157	6	0.0774833065788679	0.617217450696623
T322	X3	X3	-0.00080575651300853	0.000454346399127037	157	10	0.0782123373700974	0.620373603650475
T202	E1	CRC	0.00703155891382666	0.00398508613940351	157	68	0.0797160490331378	0.626187966708649
T290	X1	male	-0.00748917964230122	0.00424683161347908	157	22	0.0798840687050433	0.626187966708649
T465	X2	X2	4.77198187005879e-05	2.70663787420126e-05	157	7	0.079953184590482	0.626187966708649
T5	E1	CRC	0.0252408997470876	0.0147315047893507	157	110	0.0887335532346869	0.631295203165864
T67	X2	X2	0.00045608119534165	0.000264441665942902	157	46	0.086670143328406	0.631295203165864
T107	E1	CRC	0.0261464790953321	0.014885562443988	157	123	0.0810714588115425	0.631295203165864
T131	X2	X2	4.8416684677653e-05	2.79764246761708e-05	157	17	0.0856030569660187	0.631295203165864
T154	E1	CRC	0.00218041669283876	0.00127236897981394	157	81	0.0886835849837588	0.631295203165864
T201	X2	X2	0.000282995657354729	0.000163089784888395	157	56	0.0847845252742489	0.631295203165864
T211	X1	male	-0.000960477346524702	0.000552465121909861	157	23	0.0841970261046094	0.631295203165864
T254	X3	X3	0.000141575857078397	8.15222295309456e-05	157	8	0.0845291044874218	0.631295203165864
T255	X2	X2	2.77885127917442e-05	1.59916088772011e-05	157	9	0.0843449693111726	0.631295203165864
T274	E1	CRC	0.000987975831893284	0.000568449862917113	157	10	0.0842876406163175	0.631295203165864
T278	X1	male	-0.0150017072589861	0.00873035528735664	157	17	0.0878260378875112	0.631295203165864
T288	E1	CRC	0.00405313980699577	0.00234128354189855	157	69	0.085506950967308	0.631295203165864
T306	E1	CRC	-0.000561835553243192	0.00032619478411612	157	10	0.0870873432040838	0.631295203165864
T317	E1	CRC	0.00243779107385432	0.00139689922350302	157	17	0.0830352532322705	0.631295203165864
T354	X1	male	-0.00151657686495322	0.000871102783970996	157	2	0.0837643260295232	0.631295203165864
T400	X3	X3	3.94636128406921e-05	2.288022765072e-05	157	4	0.0866527481759482	0.631295203165864
T417	X2	X2	0.000400452390317729	0.000231599203013483	157	5	0.0858808588475929	0.631295203165864
T420	E1	CRC	0.000732070921742818	0.000421679725849123	157	5	0.0846302718210201	0.631295203165864
T425	X2	X2	-2.59962880015897e-05	1.50981543905376e-05	157	16	0.0871916017245245	0.631295203165864
T436	X2	X2	2.8709555603529e-05	1.66473660097861e-05	157	1	0.0866926558414723	0.631295203165864
T453	X3	X3	3.93082767828883e-05	2.24532246031093e-05	157	4	0.0820741225469273	0.631295203165864
T455	X3	X3	5.3021017427079e-05	3.08493400945231e-05	157	5	0.0877584776966626	0.631295203165864
T467	X2	X2	-6.46235267808e-05	3.76406579441505e-05	157	3	0.0880977724710111	0.631295203165864
T484	X1	male	-0.00186387747085749	0.00106481492191298	157	6	0.0821174021106051	0.631295203165864
T200	X1	male	-0.00463004061749988	0.00271217019683197	157	49	0.0898940208004537	0.63470626807593
T381	X3	X3	-9.9729315281763e-05	5.83804881026472e-05	157	15	0.0896837554602715	0.63470626807593
T192	E1	CRC	0.00374181710400626	0.00219470713001937	157	72	0.0903060633169477	0.635209441595436
T5	X2	X2	-0.000949819552863272	0.000558767241957166	157	110	0.091260121950769	0.63950701998584
T102	X2	X2	0.00039015120290666	0.000229855007865041	157	67	0.0917267593597921	0.640369585942519
T80	E1	CRC	0.00139073630327788	0.000822793059212619	157	106	0.0930828804061167	0.642616626211117
T138	X1	male	0.00161630948098541	0.000954271893054527	157	44	0.0924140582118678	0.642616626211117
T371	X1	male	0.000549908336628964	0.000325063181891522	157	3	0.092808297282973	0.642616626211117
T51	X2	X2	7.88418909910788e-05	4.67088075082743e-05	157	78	0.0935280027313987	0.643307000337001
T278	X3	X3	0.0018266445803103	0.00108429421296956	157	17	0.0941658353154685	0.645312930250122
T64	E1	CRC	0.0119118405831679	0.00710584618974324	157	106	0.0957820187235267	0.645617462789027
T64	X2	X2	0.000445515398760459	0.000269525356302021	157	106	0.100458184793008	0.645617462789027
T74	X2	X2	0.000910674822607432	0.000548875803441358	157	76	0.0992004513851757	0.645617462789027
T83	X2	X2	-0.000230739760657798	0.00013821246269596	157	79	0.0971407086488851	0.645617462789027
T139	X2	X2	0.000267505550177955	0.000161993823759242	157	100	0.100791138235841	0.645617462789027
T149	X2	X2	7.02053212380266e-05	4.24851598760664e-05	157	49	0.100559325425324	0.645617462789027
T218	X2	X2	9.26687463200745e-05	5.60177053757174e-05	157	44	0.100190766219979	0.645617462789027
